"locationID","ancientcity","ancientregion","country","lat","longi"
"75NLHFI8CE","Urusi","Tunisia","Tunisia",36.00042324,9.571090191
"F4WFE3GFPK","Lystra","Asia Minor","Turkey",37.66416667,32.21083333
"LHY6H7GYDT","Amisus","Pontus","Turkey",41.292721,36.3313
"RKNCU33ZPW","","Persis - Persia - Iran","Iran",30.1033729435,52.491334576
"XEP9SZHZRR","Nicephorium/Callinicum/Leontopolis","(blank)","Syria",35.95001833,39.05699133
"0OAE3878UU","Thermae Basilicae","Cappadocia Prima","Turkey",37.5,32.5
"PD1BTTQYV3","Magidum","Pamphylia","Turkey",36.85276,30.793665
"AJTIASIW2W","Tridentum - Trent - Trento","Venetia et Histria","Italy",46.0667685,11.119135
"HDY6Q5N5I9","Claudiopolis","Cilicia Tracheia","Turkey",36.65166667,33.44166667
"O3ERR1VOY6","Agropoli","Italy","Italy",40.344956,14.989285
"KRS3BGWYNY","Cairo","Egypt","Egypt",28.92,32.35
"DHOBPNV1FH","","Cyprus","Cyprus",34.9471333276,33.1401878597
"MLCUSWT4K8","Bani-Omar","Syria","Turkey",37.32513045,42.1910349
"UEHQRKJYUY","Chieti","Abruzzo","Italy",42.35,14.166667
"XBSQIERU6K","Colophon","Pamphylia","Turkey",38.10888889,27.14166667
"G0UMCHZDNJ","Trim","Ireland","Ireland",53.55246374,-6.793742508
"YAN6XGPAU1","Pannonia","(blank)","Serbia",44.9,19.02
"M7IOY0HV2N","Faesulae - Fiesole","Etruria","Italy",43.8070785,11.2926275
"QZCZ22GPEC","Salapia - Salpi - Rovina di Salpi","Apulia et Calabria","Italy",41.403381,15.9933
"01WQJVXIGN","Akragas - Agrigentum","Sicilia","Italy",37.290594,13.585475
"CX486VZ99U","Toukh","Egypt","Egypt",30.35394,31.20071
"7OEZ24SMJW","Tucci","Spain","Spain",37.7185951,-3.961297732
"7HECRYZV8J","Silandus","Lydia","Turkey",38.75151735,28.8260256
"JFL2A9HTI6","Teos","Ephesus","Turkey",38.185491,26.785397
"S04U7F2Z3M","Tius","Honorias","Turkey",41.558273,32.055366
"7OLHEYODB9","Kabasa","(blank)","Egypt",31.090569,30.74459
"ICFDJVEC0M","Abthugni - Henchir el-Souar - Municipium Aelium","Africa Proconsularis","Tunisia",36.1865135,10.031037
"BPYIZQ1N9E","Turris Libisonis - Porto Torres - Torres - Turres","Sardinia","Italy",40.837236006,8.39566221421
"H968EF5OPV","Laureacum","Austria","Austria",48.21666667,14.46666667
"972R4I25Y3","","Cilicia","Turkey",36.5864551425,33.9105804832
"XD80SGYYED","Magalona - Villeneuve-lès-Maguelone","Narbonensis","France",43.514715,3.882631
"X5JBIOURBG","Apollonopolis Magna/Megale","(blank)","Egypt",24.9803375,32.873196
"74ST36I39H","Tuscana - Tuscania","Etruria","Italy",42.419248,11.87028
"8TNARDBQMO","Elvira","Spain","Spain",37.17805556,-3.60083333
"3IER0HP2IZ","Adiabene/Arbela","(blank)","Iraq",36.17824533,44.015771
"OK20FPX25V","Sancti Privati","(blank)","France",45.13825,2.09847
"JJCO5VNL7V","Etchmiadzin","Armenia","Armenia",40.16177,44.291164
"D52T6RW8XF","Corinth","Greece","Greece",37.89800162,22.89997954
"KKZVVJOTK5","Sasima","Asia Minor","Turkey",38.22972222,34.62916667
"CB9KY22HEG","Chalcis","Syria","Syria",36.007956,37.009719
"3VBGV7Y5MM","Helenoupolis","(blank)","Israel",32.718751,35.440404
"Y5C72CTJ77","Trapezous/Trapezus/Trabizon","Phrygia Pacatiana","Turkey",41.0042695,39.7233115
"3VP9VDA6ZN","Mediolanum Santonum - Saintes - Mediolanum Sancorum","Aquitania","France",45.744175,-0.633389
"SYECCO073V","Glonna","(blank)","France",47.3625,-1.0196
"R5I9XN1Q66","Tabatha","Palestine","Palestinian Territory",31.51666667,34.45
"WEHIXWE9K9","Forum Sempronii - Fossombrone - San Martino del Piano","Umbria","Italy",43.69177,12.813782
"N8D5X5VNFL","Concordia","Italy","Italy",45.76666667,12.85
"GX8DD25BGB","Belley","Gaul","France",45.7601375,5.6864005
"B37U3OBW6I","Tbow","Egypt","Egypt",26.123599,32.095163
"YI077N9E0Z","Pedachthoe/Herakleioupolis","(blank)","Turkey",40.108667,36.875022
"B406WZGCZN","Auleneia","Macedonia","Albania",40.484898,19.473197
"2ZVDRAN82F","Thyatira","Sardes","Turkey",38.918888,27.8375
"37UFABARM0","Tomis - Tomi","Romania","Romania",44.166667,28.633333
"U4VFD217TY","Urgell - Urgellet","Hispania Citerior","Spain",42.357344,1.458447
"32LY846TLK","Leontopolis","(blank)","Egypt",30.683333,31.35
"VC81HBKN25","Gaza","Palaestina I","Palestinian Territory",31.5202095,34.451719
"20HJKKBW9E","Ptuj","Slovenia","Slovenia",46.42536062,15.87047397
"4RHKUI5AX0","Spoletium - Spoleto","Provinzia Perugia","Italy",42.745301,12.73839
"SUXFUUH0WG","Thebes","Achaia Secunda","Greece",38.319156,23.317577
"ANML95MZ7H","Vercelli","(blank)","Italy",45.321094,8.426374
"0LANZ5EJXM","","Illyria","North Macedonia",42,22
"95OTEABPD4","Sile/Selle/Tcharou","(blank)","Egypt",30.849572,32.366982
"ZRFRGF5L93","Arieldela","Palaestina Tertia","Jordan",30.083736,35.2198045
"P6H87DXHKI","Seleucia-Ctesiphon","Mesopotamia","Iraq",33.100272,44.583487
"7U2QP8LD71","Asturica Augusta - Asturica - Astorga","Hispania Gallaecia","Spain",42.4589013,-6.0635263
"8PR1D4HTV4","Mar'ash","Syria","Turkey",37.586682,36.925326
"FU7TL4DNIJ","Blauto/Blavia","Gaul","France",45.12907,-0.661382
"P899JR3WD2","Amid","Iohannes Urtius","Turkey",37.937557,40.235101
"34C5RBU9XF","Tanis","Augustamnica Prima","Egypt",30.97694444,31.88
"RJV1TXN32I","Laranda","Lyconia","Turkey",37.17845067,33.221586
"8JT2HZ15LD","Titopolis","Seleucia Trachaea","Turkey",36.09941867,32.81004633
"7IPXJQRRHV","Troas","Cyzicus","Turkey",39.83705152,26.33694353
"96VNDTDG6N","Gallatia","Gallacia","Turkey",37.5,32.5
"NESAFAS9EQ","Sion","Asia Minor","Turkey",39.491111,26.3383585
"3Z7SB0NJN7","Ipsus","Phrygia Salutaris","Turkey",38.85611111,30.54916667
"R0VE4RZH0V","The Kellia","Egypt","Egypt",30.776003,30.368868
"3HC3CISB9D","Viviers","Gaul","France",44.4821575,4.6896365
"P1M7TD6KFB","Carcassonne","Gaul","France",43.205842,2.364076
"COP44RQ44A","Carmeiano","Italy","Italy",40.34485104,18.04553031
"A0GUF3JUOP","","Wales","United Kingdom",52.3,-3.6
"AYCW40TUL8","Massa Marittima","Etruria","Italy",43.05,10.893611
"MMN5LYQW69","Kynopolis","(blank)","Egypt",30.896044,31.234453
"GJHGJCGHE6","Keryneia/Kerynia/Keraunia","(blank)","Northern Cyprus",35.337334,33.321417
"EPD4686A7P","Cagliari","Italy","Italy",39.22777778,9.11111111
"52BT55YAYQ","Maximopolis","Bostra","Syria",32.89722222,36.69722222
"ST4RH2ZO9V","Nicomedia","Bithynia","Turkey",40.765931,29.916288
"I8J5NJYYVS","Insula Minor - Menorca","Hispania Citerior","Spain",39.966667,4.083333
"NDMOR9GXWA","Letopolis/Letus/Oseem","(blank)","Egypt",30.1223455,31.1339825
"ZYOKG1BWMG","","Ireland - Hibernia","Ireland",51.8115717,-9.6955324
"D6TBD9Z4IU","Paleopolis","Asia Minor","Turkey",38.08527778,28.21722222
"H4YBCZL5VX","Teuchira","Libyan Pentapolis","Libya",32.53639933,20.56729767
"IF85OBNNN3","Ancona - Ancon","Picenum","Italy",43.6189926667,13.5160726667
"3IY6HQPEUH","Mount Trache","Ethiopia","Ethiopia",8,38
"2GQCIUY79J","Mantaniacum","(blank)","France",48.35522,4.01773
"4QG64KFZ87","Utica","Tunisia","Tunisia",37.05786869,10.06207275
"E1VKB2DE5K","Mopsuestia","Cilicia","Turkey",36.96445033,35.61627
"W7D2LWRY7A","Pisidia","Asia Minor","Turkey",37.3,30.3
"6GS71YD6RO","","Germania Superior","France",47.5,7.5
"3QPKNWRGZC","Privernum - Priverno","Latium et Campania","Italy",41.4907686,13.1851343
"F0MGC3KOCO","Pelusium","Egypt","Egypt",31.049917,32.600128
"W3B3Z49M7Q","Cana, Galilee","(blank)","Israel",32.74585147,35.34379222
"MXLN0JL5M6","Aquinum - Aquino","Latium et Campania","Italy",41.492208,13.705626
"JHP0TS5LDH","Corycus","Cilicia Trachaea","Turkey",36.46527778,34.15416667
"EWLMJLG86W","Sala Consilina","Italy","Italy",42.54502197,11.75169286
"Q61N6EM7S4","Lerins","Gallia","France",43.50638889,7.0475
"ZGW088JADQ","Egabro","Spain","Spain",37.47160485,-4.441691376
"ZAFMWW5Q25","Pax Iulia","Portugal","Portugal",38.01695619,-7.8648125
"5EIGZT0B91","Albingaunum - Albenga - Album Ingaunum - Bastia","Liguria","Italy",44.0484,8.21493
"7SLCG9UMKB","Casius Mons","(blank)","Egypt",31.2116,33.0779
"HZ4ZYFKL6R","Rhenen","Netherlands","Netherlands",51.966667,5.566667
"STE07L995B","Serdica","(blank)","Bulgaria",42.722826,23.342891
"908EI30GPC","Maiumas Gazæ","Israel","Palestinian Territory",31.52252039,34.45034332
"SKOBWPER3C","Corcyra","Ionia","Greece",39.58333333,19.86666667
"QRGPKQCIU8","Cornus","Italy","Italy",40.11010693,8.512563195
"M6OTHS6J8S","Calvi Risorta","Latium et Campania","Italy",41.2172222222222,14.1305555555556
"6VQZMVXMT3","Docimium","Asia Minor","Turkey",38.86666667,30.75
"KERLDGCMTS","Lake Mareotis","Egypt","Egypt",31.153056,29.898611
"Y4YDKXQLS9","Brecknock","Wales","United Kingdom",51.94612,-3.38887
"EDR128R7LV","Stratonicea","Asia Minor","Turkey",37.31472222,28.06583333
"DZET95NL8D","Midila","Algeria","Algeria",34.63350429,7.400048277
"PFL5L5ECLR","Bussento","Italy","Italy",40.07658938,15.5220625
"4DSAN78Y0Y","Tarragona","Spain","Spain",41.11583333,1.24972222
"L8CKTNX6JM","Nazianzos - Nenezigözü - Nandianulus","Cappadocia","Turkey",38.398047,34.3497935
"4FRZ7GGAHO","Nocera dei Pagani","Italy","Italy",40.733333,14.616667
"VMRNE8OZJ6","Attanum","Gaul","France",45.516213,1.206092
"N37IUP5YJZ","Nablus - Flavia Neapolis - Neapolis - Naplousa","Palestina","Palestinian Territory",32.218685,35.262911
"5D9S8M3ZSU","Puzzoli","Provinzia Napoli","Italy",40.825838,14.1217415
"F17I02B9L1","Whithorn","United Kingdom","United Kingdom",55.46470239,-4.626237398
"13PEE1W4AF","Pesto","Italy","Italy",40.42418252,15.00719823
"PRUGD7XD9T","Bouto/Boutos","Egypt","Egypt",31.196554,30.7446365
"REGG8ZHI82","Armagh","Ireland","United Kingdom",54.35,-6.66667
"UKH22RIOVN","Lodève","France","France",43.73222142,3.31723578
"9A2J0KWBLI","Viminacium/Viminatium","(blank)","Serbia",44.7266235,21.1913635
"CUSTKDNZ37","Balma","(blank)","France",46.36274,5.74638
"AKNE7VNKXI","Dodone","Epirus","Greece",39.54638889,20.78777778
"5L164LPDCA","Vernay","France","France",46.1581,4.53
"OPJ4C7EOK9","Caudium","Italy","Italy",41.03366116,14.55497769
"HP8IF2WKIU","Celano","Italy","Italy",42.08483879,13.54717141
"SQ7FH0UJ0U","Sauatra","Asia Minor","Turkey",37.97416667,33.11055556
"7VV3VC3PVW","Castrum Divionense/Divio","(blank)","France",47.327186,5.044076
"WFQRGVMXXA","Helvetii - Aventicum Helvetiorum - Aquae Helveticae","Germania Superior","Switzerland",46.9580190681,6.91859315322
"OH1OG4EEX4","Maioma Ascalonitis","(blank)","Israel",31.692211,34.561808
"OW4WYSQLPA","Mogontiacum - Mainz","Germania Superior","Germany",49.998912,8.273869
"L0F2AXOBSG","Ioppe/Joppa","Palaestina Prima","Israel",32.053079,34.7499295
"0UTN13KD1K","Bruttium","Italy","Italy",39.248407,16.732178
"7IL1FSI2C3","Nicopolis","Asia Minor","Turkey",40.1485567,38.14353355
"S7P4TVHY0B","Avignon","Gaul","France",43.950668,4.806612
"VZEFLIXCQA","Derbe","Asia Minor","Turkey",37.35083333,33.27138889
"QZGJCNZXCH","Avellino","Latium et Campania","Italy",40.916667,14.788889
"O06JFA76ZX","Aire","Gallia","France",49.4822,4.1622
"L0DLY4I4F2","Orléans","Gaul","France",47.9025,1.90888889
"POC7KYLNRJ","Osijek","Croatia","Croatia",45.555556,18.694444
"SVJ7C6S82I","Malliacum","(blank)","France",47.383824,0.554606
"WOQLBKMENT","Solothurn","Gaul","Switzerland",47.216667,7.533333
"BFW7BEA5KY","Sardica","Thrace","Bulgaria",43.16666667,23.55
"YKIHUPRK0H","Meria","Italy","Italy",38.67811758,15.89865906
"UY4GDE95WN","Lauconnum","(blank)","France",46.4009,5.79284
"19D6BRZA88","Consoranni - Couserans - Saint-Lizier - Saint-Lizier-en-Couserans","Aquitania","France",43.00174,1.138354
"1CD2T085C3","Mentesa","Spain","Spain",37.74235011,-3.692632274
"IYKXIO8DPO","Bawit","Egypt","Egypt",27.55,30.719167
"QIB5DHP3QM","Turnacum","Belgica II","Belgium",50.605679,3.3882855
"M15SO0LDOH","Tunes","Tunisia","Tunisia",36.81326085,10.18407026
"JY4W1W2ED3","Maximianopolis","Palestina Secunda","Israel",32.585,35.18444444
"J0M28BHMCY","Hebron","Palestine","Palestinian Territory",31.53333333,35.095
"GMNXIRH60T","Bolsena","Italy","Italy",42.64360323,11.98922667
"L99Z93D2SH","Payerne","(blank)","Switzerland",46.82081,6.93752
"MMME6L7SIW","Nemausus - Nîmes - Colonia Augusta Nemausensium","Narbonensis","France",43.8431497874,4.3541755708
"E3DVQFLO7J","Dublin","Ireland","Ireland",53.35,-6.26666667
"2VJFMZQGSH","Baithsan/Scythopolis/Nysa","(blank)","Israel",32.5033615,35.502981
"TA568VF4O1","Sebennytos","(blank)","Egypt",30.9641295,31.239982
"852Q4HFJE5","Condatiscone","(blank)","France",46.38659,5.86624
"JEAZ4T4YDF","Magyddus","Turkey","Turkey",36.8992245,30.797879
"L6O7DWB13I","Busiris","Egypt","Egypt",30.913368,31.2387955
"M4K3DA92LI","Lodi","Lombardy","Italy",45.316667,9.5
"0C6M3GJYKL","Strangford Lough","Ireland","United Kingdom",54.498,-5.648
"WZRKII7X08","Tlos","Lycia","Turkey",36.553772,29.420521
"9K0DK0YZME","Iliberri Florentia - Granada - Ilurir","Baetica","Spain",37.176484,-3.597934
"AKHRC7S78D","Gaba","(blank)","Israel",32.730365,35.106902
"CEBWV2H0DP","Sant’Angelo in Vado","Italy","Italy",43.66510048,12.41140531
"N6H0EKNY01","Saint-Cloud","(blank)","France",48.84343,2.21915
"B98IEK4OTZ","Liternum - Literno - Marina di Lago di Patria","Latium et Campania","Italy",40.9210656031,14.0300735059
"G8W2SN5IZU","Aquae Statiellae - Acqui Terme","Liguria","Italy",44.675532,8.470658
"KRBS996EUD","Sion","Switzerland","Switzerland",46.1,7.06666667
"WX2X14QMAT","Axiopolis","(blank)","Romania",44.331888,28.021943
"2TIFCM0VGC","Thennesos/Thenessos/Tenesos/Tenese/Thennisus","Augustamnica Prima","Egypt",31.255258,32.292698
"GT2FFY0FHU","Centumcellae - Civitavecchia - Centocelle","Etruria","Italy",42.091179,11.79681
"M45P51SE44","Korbilon","(blank)","France",47.274275,-2.213486
"I8NAE2DF9G","Pompeiopolis","Cilicia","Turkey",41.517,34.213
"6XY2ONFPE1","Rouen - Rotomagus - Civitas Veliocassium","(blank)","France",49.440841,1.096451
"B7QQKOVK8X","Sykomazon","(blank)","Palestinian Territory",31.41288,34.372228
"T8RD0VSG88","Antiphrai/Leukaspis","(blank)","Egypt",30.823446,29.012034
"JXKYWG8P81","Leucosia [Nicosia]","Cyprus","Cyprus",35.1725,33.365
"7G1H40KT6I","Reginca/Aletum","(blank)","France",48.635814,-2.027308
"UNAZ6V0KP4","Pistoriae - Pistoia","Etruria","France",43.932766,0.9182435
"FNVGK4372K","Anicium","Gaul","France",45.044535,3.885005
"C8P7CIWI3F","Cibalis","Pannonia","Croatia",45.291111,18.801111
"KHLYA34P66","Puteoli - Pozzuoli - Dicarchis - Colonia Neronensis Claudia Augusta Puteoli","Italy","Italy",40.826111,14.120556
"UGOU7TA2CK","","Cyrenaica","Libya",32.4996533333,20.8717433333
"54X6P64ZHD","Lycia","Cyprus","Turkey",36.733333,29.9
"M5D0XMG5AR","Frequentum - Afrigentum - Frigento","Apulia et Calabria","Italy",41.012222,15.100556
"0HI8NSSJ9J","Bagai","Algeria","Algeria",35.53523723,7.117556661
"TBQBGQNJUQ","Tamiathis - Damietta","(blank)","Egypt",31.417068,31.812588
"RU5D9RBMKA","Ionopolis","Paphlagonia","Turkey",41.97416667,33.76027778
"MX7MZ58YU9","Phakoussai/Phakoussa","(blank)","Egypt",30.720511,31.672164
"0RMU8AGAAE","Thynis - Thone - El-Ashmunein - Tunah","Aegyptus","Egypt",27.774692,30.736688
"8WO9YAETWH","Bettona","Italy","Italy",43.01380569,12.48426422
"1NB5V1FUCS","Virisiaco","(blank)","France",49.14845,4.16425
"FYB1WNIA8S","Kaškar ","Iraq","Iraq",32.11065431,46.18004292
"W9A241C855","Epidaurum","Greece","Greece",37.63434538,23.14841498
"YHRJRL8SPY","Tralles","Ephesus","Turkey",37.859764,27.831081
"PUEQPZZB5B","Forli","Romagna","Italy",44.23333333,12.05
"OSCZZDX4AA","Argos","Greece","Greece",37.62292159,22.71598035
"DY7UB1RB8V","Syracuse","Sicily","Italy",37.06916667,15.2875
"7RVRMXH2V6","Reate - Rieti","Samnium","Italy",42.403067,12.861183
"KBQHSENSIV","Aegeae","Turkey","Turkey",36.77259078,35.79205034
"4NGGX51E3T","Nyssa","Asia Minor","Turkey",38.95416667,33.95916667
"LKMB53YUV2","Dertosa - Tortosa","Hispania Citerior","Spain",40.811004,0.520955
"DF4KEMG4Z8","Cos - Kos","Greece","Greece",36.844,27.17
"U584W3ZXG6","Comana","Pontus","Turkey",40.3575,36.63861111
"SR7NBMSIJS","Saint-Florent de Niederhaslach","(blank)","France",48.54311,7.34153
"SHVD44QHK1","Novara","Piedmont","Italy",45.45,8.61666667
"41IG9T4TSC","Kourion/Curium","(blank)","Cyprus",34.6662275,32.883723
"DHPYLACTJ9","West Azerbaijan Province","Iran","Iran",39.092222,44.544444
"WO4IB3BF8G","Wadi al-Natrun","Egypt","Egypt",30.35713,30.27059
"2UGIYJD9G0","Reims - Rheims - Durocortorum","Belgica II","France",49.2539525,4.0332025
"GDACIPQBX8","Sophene","Armenia Secunda","Turkey",38,43
"RT8Y6WH43H","Axum","Ethiopia","Ethiopia",14.130278,38.719444
"AVZ0J65EB5","Basti","Spain","Spain",37.49077106,-2.776291042
"QA8RTJOGUD","Deux-Jumeaux","(blank)","France",49.34866,-0.96175
"HLRLRJJUR0","Scillium","Africa Proconsularis","Tunisia",36.450148,9.106753
"RQGJHTVM9F","Thuburbo Minus","Africa Proconsularis","Tunisia",36.829599,9.838642
"EJ8WY5WCW3","Hadrianoupolis","(blank)","Turkey",41.676459,26.562891
"WNL70VODDM","Aegae","Cilicia","Turkey",36.76972222,35.78944444
"KDSYXLEJN1","Termini Imerese","Italy","Italy",37.98740735,13.69710542
"UEL9C7FXOQ","Constantinople","Byzantium","Turkey",41.00779081,28.96129161
"E44J4X711T","Buzau","Wallachia","Romania",45.153056,26.820833
"PR18T9FXVX","Polybotus","Turkey","Turkey",39.02128952,31.28905971
"UUMJUY66IY","Nisibis","Antiochia","Turkey",37.06751167,41.21544667
"Z8QRWV7R3M","Juvavo","Austria","Austria",47.79807443,13.0459375
"QDY9JQ9VZ4","Melitene","Armenia","Turkey",38.382217,38.361152
"Z1VXVR3IH7","","Mauretania","Morocco",32.5,-2.5
"UKMU470SFC","Treba","Italy","Italy",41.86253738,13.24929104
"9OL0SSKJWR","Argyropolis","Asia Minor","Turkey",41.026411,28.980152
"S0CLNEDOUH","Dax - Acqs - Aquae Terebellicae","Aquitania","France",43.709216,-1.0525105
"A0LE1VTM61","Herakleopolis/Heracleo/Herculis Oppidum/Hanes","(blank)","Egypt",29.0854995,30.9345815
"B44PT16BEL","Temnus","Ephesus","Turkey",38.67194444,27.19694444
"KNTD25315F","Mimas - Mende","Aquitania","France",44.5180195,3.498093
"6XNX82HTF0","Tiphre (Difrah), near Panau","Egypt","Egypt",30.72678384,31.02457323
"CPC8W3LG5R","Characmoba","(blank)","Jordan",31.1831575,35.703277
"27M55PFO2O","Manatum","(blank)","France",46.102677,2.90204
"Y5OT1HF1ES","Bostra","Syria","Syria",32.5162766,36.481845
"G67H1R8W4X","Tolmeitha - Ptolemais - El-Dirsiyah","(blank)","Libya",32.70947,20.950756
"25U36BHTI1","Gortyna","Crete","Greece",35.06272017,24.94694372
"W1494IFF8A","","Crete - Creta","Greece",35.2159940541,25.1169644779
"LE8V3QACW3","Gerona","Catalonia","Spain",41.98444444,2.82111111
"0BIHO39NN2","Vaga","Numidia","Tunisia",36.72564,9.18169
"I1KTX55083","Kidron - Kidron Valley","Palestina","Palestinian Territory",31.7181049287472,35.3333730239731
"WAL3VA2FK8","Bolnisi","(blank)","Georgia",41.449435,44.533309
"QDZY509WIO","Camerino","Italy","Italy",43.140369,13.068764
"E3J3VDY50H","Nicaea","Byzantium","Turkey",40.42909367,29.71468167
"U3ZEWU20O4","Cestra","Isauria","Turkey",36.22760833,32.33693533
"BFQYGJJ1LE","Lorsch","Austria","Germany",49.653889,8.5675
"ZQ7ZH77TNW","Luca - Lucca","Etruria","Italy",43.84184,10.50703
"31DM4HO5I4","Krokodilopolis/Ptolemais Euergetis/Arsinoe/Bamway","(blank)","Egypt",29.3149635,30.8399565
"IIO87LXQIV","Magnesia","Asia Minor","Turkey",37.8505485,27.526039
"XGACUEDB19","Membressa - Medjez el-Bab - Majaz al Bab","Proconsular Africa","Tunisia",36.648688,9.613446
"URS7OXPZYN","Formia","Campania","Italy",41.266667,13.616667
"O9H3ZLWNKW","Saint-Chef","(blank)","France",45.6343,5.36683
"J8YB6O33RK","Cesena","Italy","Italy",44.13775499,12.2451875
"RB911JNHUU","Albi/Albiga","Gaul","France",43.928384,2.144499
"97I403I49M","Brittany","Gallia Lugdunensis","France",48.16667,-2.83333
"A5ICRNYGCB","Heliopolis/Baalbek","Phoenicia","Lebanon",34.0110135,36.2021205
"4LQAA5VQEZ","Icosium","Algeria","Algeria",36.77691873,3.058929153
"A8ZRLOH01F","Beth Lapat","Mesopotamia","Iran",32.2804655,48.5176885
"I8MMJ1DYQD","Grumentum","Italy","Italy",40.28755617,15.89166068
"A7LS69SWYB","Caerleon","Wales","United Kingdom",51.615,-2.959
"GXAMRAULDA","Sléibhte","Ireland","United Kingdom",54.35540238,-6.652883386
"S93RQ0F3JJ","Aneia","Palestine","Israel",31.352394,35.063237
"CQGWPV3T5X","Lesbi / Sitifis","Mauretania Sitifensis","Algeria",36.18333333,5.4
"A1ZS6E8UEI","Bageis","Lydia","Turkey",38.66527778,29.15833333
"FGIKL8ZUV9","Polemonion/Side","(blank)","Turkey",41.028521,37.511511
"7H6XVHR9OM","Mediolanum","Italy","Italy",45.463746,9.18806
"NMQ11I1UHR","Caesena - Cesena","Aemilia","Italy",44.1351069024,12.2418006115
"Y4PJTL1JS0","Arsamosata","(blank)","Turkey",38.6608665,39.5109175
"0MIUS4C4P0","Amphipolis","Macedonia","Greece",40.818333,23.84
"CRVDR82TEM","Luceria - Lucera - Nuceria Apula - Ager Lucerinus - Borgo San Giusto","Apulia et Calabria","Italy",41.5086475,15.3354745
"CP79D0EPLW","Birtha","Macedonia","Turkey",37.025429,37.978775
"WKKIPWYQAM","Onouphis Kato","(blank)","Egypt",30.877265,30.927702
"F11ORRNFC7","Mount Ararat","Armenia","Turkey",39.7019,44.2983
"NI3OOJ7TLR","Laon","Belgica","France",49.5631,3.62714
"33WGXNW8UP","Condate - Rennes - Rennes-Saint-Louis - La Guyomerais","(blank)","France",48.1112055,-1.6818915
"OX2GI58M0H","Noviomagus - Saint-Paul-Trois-Châteaux - Augusta Tricastinorum","Narbonensis","France",44.3495385,4.7669945
"AH5JC95CSM","","Bithynia - Bithinia - Bitinia","Turkey",40.5628578119,30.7201762118
"FIQGS2H7AI","Saint-Quentin","France","France",49.84783624,3.289192864
"ILCYVYB4A3","Nikaia - Nice - Nicaea","Alpes Maritimae","France",43.703436,7.266233
"4E4P834QYA","Belgrade - Singidunum - Beograd - Civitas Flavia Singedonum","(blank)","Serbia",44.812991,20.4579465
"SBHUEAEAEY","Chythroi/Chytroi","Cyprus","Northern Cyprus",35.245772,33.490691
"3VSADLNS2K","Caesarea Mauretaniae/Gratianopolis","Numidia","Algeria",36.52285575,3.6414695
"GSPYL4X4EG","Bebronne","(blank)","France",45.94794,5.43678
"5XXMABOECX","Augusta Taurinorum - Torino - Iulia Augusta Taurinorum","Italy","Italy",45.0717795,7.685998
"PSB57601L1","Stabiae - Castellammare di Stabia","Latium et Campania","Italy",40.7029699785,14.4989227191
"5B7RM6ZU95","Tilothis/Neiloupolis/Nilopolis/Neilopolis","(blank)","Egypt",29.184652,31.12046
"7RJNUWUEIC","Londinium - London - Augusta","Britannia","United Kingdom",51.513335,-0.088949
"MBOQ7AB272","Anderitum","(blank)","France",44.692481,3.335894
"1P3OMVASTD","Salácia","Portugal","Portugal",38.43491866,-8.516357582
"47LAWNXN1N","Lugdunum Convenarum - Comminges - Saint-Bertrand-de-Comminges","Aquitania","France",43.0270135,0.5722425
"8OPJCD82QB","Apollonia","Palestine","Israel",32.195065,34.806477
"X8ZOJUEBCN","Novaria - Novara","Transpadana","Italy",45.445082,8.618661
"BUC9TVGF6K","Valona","Albania","Albania",40.4850979,19.47329892
"8CVRWB3UE4","","Phrygia","Turkey",38.7830401005,30.473011419
"OU2JFECMNI","Sophanene","(blank)","Turkey",37.85837,40.866752
"1L47F1MD1A","Legio VII Gemina - León","Hispania Citerior","Spain",42.5996765,-5.569203
"DOE1RMUUHX","","Memnoneia - Djeme - Thebes west","Egypt",25.631139,32.560331
"WEVTBFMG59","Tre Taverne","Italy","Italy",41.59199304,12.8288125
"1P760VUDRR","Saint-Marcouf","(blank)","France",49.47304,-1.28929
"R7DSDX9DY1","Caesarea Philippi","Syria","Israel",33.2475255,35.6934605
"GHQ4I9KBLM","Lunan","(blank)","France",44.60308,2.07928
"DVJ9DWPOKL","Saragossa","Spain","Spain",41.65,-0.88333333
"OCP70AJTTT","Sulcis - Sulci - Sant Antioco","Sardinia","Italy",39.061743,8.4547
"YW4O086PYX","Bergamo","Lombardy","Italy",45.69601,9.66721
"LVO8TN5IYE","Caesarea","Cappadocia","Turkey",38.73333333,35.48333333
"3PFDZNT7PQ","Otranto","Italy","Italy",40.14590893,18.49079104
"CL8JI204JN","Egnazia Appula","Italy","Italy",40.88765222,17.3909007
"1UP5YUD8XR","Panemotichus","Pamphylia Secunda","Turkey",37.264347,30.500706
"IDGIZRKROY","Hippos","(blank)","Israel",32.7786705,35.6597945
"OIV1IRE396","Olbia - Ulbia - Civita - Terranova Pausania","Sardinia","Italy",40.923,9.500426
"V7NNA0G5EY","Cephro ","Egypt","Egypt",30.75,30.25
"5I09QBAQDD","Uzès","France","France",44.01221296,4.422067864
"CLLD55CZKC","Arausio","Gaul","France",44.1367875,4.8079175
"DA851YANVM","Agrippias","(blank)","Palestinian Territory",31.536326,34.47975
"73DH1V0COK","Alba Helvianorum","France","France",44.48224621,4.690057136
"0NK64X4MVV","Assisi","Umbria","Italy",43.0706185,12.618957
"3R0JNOLNYB","Dorylaion - Dorilaum - Dorileum","Phrygia","Turkey",39.77489,30.51684
